idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
5103E,-3.256944,2026-04-10T12:00:00+0000,,2151.69,13.2,6.5,126.0,37.158333,142.0,CAMARATE 2  PARQUE NACIONAL SIERRA NEVADA,32.0,12.2,13.0,13.5,787.2,2.5,,,,,28.0,,,,,,,,,,,,,,,,,
5103F,-3.254022,2026-04-10T12:00:00+0000,,1534.04,10.9,3.5,148.0,37.191027,158.0,CAMARATE  PARQUE NACIONAL SIERRA NEVADA,27.0,18.4,19.8,20.4,847.3,1.8,,1009.8,0.2,,45.0,,,,,,,,,,,,,,,,,
5107D,-2.986406,2026-04-10T12:00:00+0000,0.0,1197.0,16.4,10.4,103.0,37.179936,112.0,DÓLAR,27.0,19.4,20.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,
5112X,-3.129722,2026-04-10T12:00:00+0000,0.0,916.5,15.5,9.2,131.0,37.311944,130.0,GUADIX,23.0,23.6,24.6,24.6,,,,,,,,,,,,,,,,,,,,,,,,
5164B,-3.461951,2026-04-10T12:00:00+0000,0.0,771.0,7.5,3.3,138.0,37.996668,102.0,BAEZA,22.0,26.7,27.5,28.2,,,,,,,,,,,,,,,,,,,,,,,,
5181D,-2.889764,2026-04-10T12:00:00+0000,0.0,580.0,,,,38.314753,,ARROYO DEL OJANCO,28.0,26.9,28.3,28.3,,,,,,,,,,,,0.0,,,,,,,,,,,,
5192,-2.637568,2026-04-10T12:00:00+0000,0.0,862.0,14.2,5.9,107.0,38.489252,96.0,VILLARRODRIGO,15.0,23.5,24.4,24.8,918.2,1.8,29.3,,-3.9,19.8,19.0,60.0,19.1,,,,,,0.0,,,,,,797.6,,,
5270B,-3.809167,2026-04-10T12:00:00+0000,0.0,580.0,10.9,3.5,136.0,37.7775,108.0,JAÉN,21.0,25.8,26.9,26.9,947.0,1.2,29.1,1011.3,2.7,20.0,22.0,53.599999999999994,16.3,,,,,,0.0,,,,,16.9,,,,
5298X,-4.063333,2026-04-10T12:00:00+0000,0.0,202.0,7.0,2.8,84.0,38.023054,103.0,ANDÚJAR,31.0,24.4,27.5,27.5,988.9,0.9,,1011.7,8.9,,26.0,,,,,,,,,,,,,,,,,
5304Y,-4.059165,2026-04-10T12:00:00+0000,0.0,665.0,5.2,2.4,96.0,38.668889,82.0,PUERTOLLANO,31.0,23.0,24.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,
5394X,-4.796664,2026-04-10T12:00:00+0000,0.0,525.0,6.2,1.2,123.0,38.020835,222.0,CORDOBA  EMBALSE DE GUADANUÑO,46.0,21.5,22.8,22.8,,,,,,,,,,,,,,,,,,,,,,,,
5402,-4.846558,2026-04-10T12:00:00+0000,0.0,90.0,8.8,6.0,40.0,37.848891,40.0,CÓRDOBA/AEROPUERTO,51.0,19.6,23.1,23.2,1000.5,0.7,19.1,1011.1,12.4,,8.0,60.0,,,,,,,,,,,,,,,,
5406X,-3.908059,2026-04-10T12:00:00+0000,0.0,908.0,8.8,3.2,98.0,37.497489,152.0,CHARILLA,31.0,23.3,25.4,25.4,,,,,,,,,,,,,,,,,,,,,,,,
5412X,-4.207785,2026-04-10T12:00:00+0000,0.0,550.0,8.7,2.2,279.0,37.484728,215.0,PRIEGO DE CÓRDOBA  SAN FELIX,42.0,23.5,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
5427X,-4.353893,2026-04-10T12:00:00+0000,0.0,650.0,,,,37.556113,,DOÑA MENCIA,43.0,20.3,26.5,26.6,,,,,,,,,,,,,,,,,,,,,,,,
5429X,-4.462227,2026-04-10T12:00:00+0000,0.0,275.0,7.6,1.7,46.0,37.810392,230.0,CÓRDOBA  PRAGDENA,64.0,20.7,23.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,
5473X,-5.686015,2026-04-10T12:00:00+0000,0.0,581.0,10.7,6.4,130.0,38.267805,125.0,AZUAGA (AUTOMATICA),42.0,22.5,23.6,23.6,,,,,,,,,,,,,,,,,,,,,,,,
5514Z,-3.633331,2026-04-10T12:00:00+0000,0.0,695.0,10.4,6.3,187.0,37.136107,182.0,GRANADA/BASE AÉREA,21.0,0.7,26.9,28.5,934.4,1.5,31.7,1010.5,2.7,19.0,11.0,60.0,,,,,,,0.0,,,,,,,,,
5515X,-3.59555,2026-04-10T12:00:00+0000,0.0,775.0,5.9,1.9,182.0,37.18972,162.0,GRANADA-CARTUJA,19.0,27.0,27.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,
5516D,-3.386944,2026-04-10T12:00:00+0000,,2856.0,13.5,2.3,246.0,37.063056,12.0,SIERRA NEVADA - RADIOTELESCOPIO,44.0,3.7,4.2,4.2,721.4,1.6,,,-7.1,,52.0,,,,,,,,,,,,,,,,,3100.2
5530E,-3.789774,2026-04-10T12:00:00+0000,0.0,560.12,10.8,4.9,160.0,37.190293,160.0,GRANADA/AEROPUERTO,23.0,26.4,26.9,27.4,947.4,1.7,27.5,1010.3,3.9,9.9,14.0,24.0,,,,,,,,,,,,,,,,
5582A,-4.152781,2026-04-10T12:00:00+0000,0.0,760.0,20.3,10.6,127.0,37.161109,148.0,LOJA,22.0,23.7,24.3,24.5,,3.3,,,,,24.0,,,,,,,,,,,,,,,,,
5598X,-4.547788,2026-04-10T12:00:00+0000,0.0,465.0,15.2,7.8,109.0,37.230931,115.0,BENAMEJÍ-ALCACHOFARES ALTOS,31.0,22.9,24.9,24.9,,,,,,,,,,,,,,,,,,,,,,,,
5612B,-4.769994,2026-04-10T12:00:00+0000,0.0,410.0,5.9,2.8,197.0,37.194443,193.0,RODA DE ANDALUCÍA,50.0,19.6,23.3,23.3,962.9,0.9,24.1,,,20.0,14.0,37.0,15.2,,,,,,0.0,,,,,,,,,
5654X,-5.37114,2026-04-10T12:00:00+0000,0.0,200.0,4.0,2.2,50.0,37.786804,57.0,LA PUEBLA DE LOS INFANTES,60.0,19.0,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
5704B,-5.769728,2026-04-10T12:00:00+0000,0.0,550.0,8.0,3.5,121.0,37.926389,105.0,CAZALLA DE LA SIERRA,49.0,20.4,21.3,21.3,948.9,,,1010.7,10.2,,,,,,,131.0,,,,,,,,,,,,
5726X,-5.81917,2026-04-10T12:00:00+0000,0.0,720.0,10.5,4.4,127.0,38.099445,130.0,GUADALCANAL  CRISTO,47.0,20.7,20.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,
5783,-5.879167,2026-04-10T12:00:00+0000,0.0,34.0,7.2,2.4,360.0,37.416667,40.0,SEVILLA/SAN PABLO,61.0,21.9,23.1,23.2,1008.6,0.7,30.7,1012.2,15.2,,173.0,53.0,,,,,,,,,,,,,,,,
5788X,-6.059722,2026-04-10T12:00:00+0000,0.0,84.0,6.3,1.4,53.0,37.361667,90.0,Tomares  Zaudín,64.0,19.8,21.3,21.3,,,,,,,,,,,,,,,,,,,,,,,,
5790Y,-6.005918,2026-04-10T12:00:00+0000,0.0,9.0,4.0,2.0,18.0,37.364249,25.0,TABLADA,58.0,23.9,25.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,
5796,-5.611474,2026-04-10T12:00:00+0000,0.0,87.0,6.0,1.8,31.0,37.164529,34.0,MORÓN DE LA FRONTERA,60.0,19.6,20.9,20.9,,,,,12.8,,,,,,,73.0,,,,,,,,,,,,
5858X,-6.443024,2026-04-10T12:00:00+0000,0.0,5.0,3.5,2.1,45.0,36.988553,62.0,ALMONTE  DOÑANA ,71.0,20.3,20.3,21.7,,,,,,,,,,,,,,,,,,,,,,,,
5860E,-6.738088,2026-04-10T12:00:00+0000,0.0,41.0,4.0,2.0,222.0,37.097942,217.0,EL ARENOSILLO,64.0,19.0,20.0,20.1,1008.3,,,1013.1,13.0,,,,,,,78.0,,,,,,,,,,,,
5911A,-5.37403,2026-04-10T12:00:00+0000,0.0,913.0,13.9,3.7,95.0,36.76044,115.0,GRAZALEMA,39.0,17.5,19.9,20.0,908.7,,,,5.5,,,,,,,145.0,,,,,,,,,759.7,,,
5950X,-5.783332,2026-04-10T12:00:00+0000,0.0,105.0,2.1,0.6,164.0,36.663888,155.0,SAN JOSE DEL VALLE-PT GUADALCACÍN,82.0,17.0,18.1,18.1,,,,,,,,,,,,,,,,,,,,,,,,
5960,-6.055857,2026-04-10T12:00:00+0000,0.0,27.0,5.1,2.8,330.0,36.750495,340.0,JEREZ DE LA FRONTERA/AEROPUERTO,78.0,18.7,18.8,19.8,1009.3,0.2,19.5,1012.6,14.9,,6.0,2.0,,,,,,,,,,,,,,,,
5972X,-6.205557,2026-04-10T12:00:00+0000,0.0,28.0,5.4,0.7,256.0,36.465556,297.0,SAN FERNANDO,72.0,18.1,20.2,20.4,1008.7,,,1012.0,15.0,,,,,,,73.0,,,,,,,,,,,,
5973,-6.257861,2026-04-10T12:00:00+0000,0.0,2.0,5.3,3.1,327.0,36.499722,308.0,CÁDIZ  OBSERVATORIO,78.0,18.6,19.2,19.3,1011.9,0.5,,1012.6,15.3,,8.0,,,,,,,,,,,,,,,,,
5995B,-5.965005,2026-04-10T12:00:00+0000,0.0,186.0,,,,36.245557,,VEJER DE LA FRONTERA,57.0,19.9,21.5,21.5,988.9,,,1010.3,12.6,,,,,,,0.0,,,,,,,,,,,,
6000A,-2.95638,2026-04-10T12:00:00+0000,0.0,52.0,6.7,3.3,22.0,35.276325,20.0,MELILLA,66.0,18.1,20.5,20.6,1005.1,1.1,26.7,1011.7,13.9,,28.0,57.8,19.2,,,,,,0.0,,,,,18.5,,,,
6001,-5.59883,2026-04-10T12:00:00+0000,0.0,32.0,3.5,1.9,217.0,36.013985,222.0,TARIFA,82.0,16.5,17.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,
6040X,-5.386393,2026-04-10T12:00:00+0000,0.0,315.0,4.4,0.7,48.0,36.544447,82.0,CORTES DE LA FRONTERA,68.0,18.1,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
6058I,-5.154988,2026-04-10T12:00:00+0000,0.0,19.0,3.9,1.9,99.0,36.416954,80.0,ESTEPONA,60.0,19.3,21.1,21.1,1011.2,0.4,18.7,1013.4,13.1,10.1,12.0,34.0,16.2,,,,,,0.0,,,,,,,,,
6069X,-5.024724,2026-04-10T12:00:00+0000,0.0,392.0,4.8,1.4,85.0,36.543613,75.0,BENAHAVIS (LA ZAGALETA - AUTOMATICA),69.0,17.4,17.4,18.8,,,,,,,,,,,,,,,,,,,,,,,,
6083X,-4.740278,2026-04-10T12:00:00+0000,0.0,2.0,8.6,6.4,52.0,36.483333,22.0,MARBELLA  CABOPINO,73.0,18.6,18.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,
6100B,-4.562222,2026-04-10T12:00:00+0000,0.0,515.0,,,,37.023611,,ANTEQUERA,32.0,23.7,25.3,25.5,,,,,,,,,,,,,,,,,,,,,,,,
6106X,-4.748339,2026-04-10T12:00:00+0000,0.0,408.0,8.9,3.5,137.0,37.029446,153.0,ANTEQUERA-BOBADILLA,42.0,18.1,21.7,21.7,962.5,,,1008.7,8.3,,,,,,,73.0,,,,,,,,,,,,
6143X,-4.760827,2026-04-10T12:00:00+0000,0.0,230.0,,,,36.65778,,COIN (AUTOMATICA),56.0,21.7,21.7,22.9,,,,,,,,,,,,,,,,,,,,,,,,
6155A,-4.482307,2026-04-10T12:00:00+0000,0.0,6.54,5.7,3.1,140.0,36.666118,160.0,MÁLAGA/AEROPUERTO,59.0,20.6,20.9,21.2,1011.3,0.7,21.7,1012.1,12.5,,14.0,12.0,,,,,,,,,,,,,,,,
6156X,-4.48167,2026-04-10T12:00:00+0000,0.0,54.0,4.2,2.8,191.0,36.717784,162.0,MÁLAGA  CENTRO METEOROLÓGICO,56.0,20.5,21.0,21.7,1005.2,0.7,,1011.7,11.9,,19.0,,,,,,,,,,,,,,,,,
6172O,-4.41972,2026-04-10T12:00:00+0000,0.0,25.0,3.1,1.9,100.0,36.716664,100.0,MÁLAGA PUERTO,47.0,20.2,21.0,21.8,1008.0,,,1010.9,9.3,,,,,,,45.0,,,,,,,,,,,,
6199X,-4.093611,2026-04-10T12:00:00+0000,0.0,41.0,7.2,3.0,221.0,36.768611,205.0,VELEZ MALAGA (AUTOMATICA),52.0,21.4,22.3,23.0,,,,,,,,,,,,,,,,,,,,,,,,
6205X,-3.95722,2026-04-10T12:00:00+0000,0.0,3.0,17.8,13.5,163.0,36.726384,26.0,TORROX FARO,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,
6248D,-3.430278,2026-04-10T12:00:00+0000,,1732.11,13.8,5.4,113.0,36.952222,81.0,CAÑAR  PARQUE NACIONAL SIERRA NEVADA,28.0,18.1,18.4,19.8,827.6,1.6,,,,,17.0,,,,,,,,,,,,,,,,,
6268Y,-3.529267,2026-04-10T12:00:00+0000,0.0,3.0,5.2,2.0,60.0,36.724011,181.0,MOTRIL PUERTO NAÚTICO,48.0,20.6,21.9,22.8,1011.7,0.6,,1012.0,10.4,,35.0,,,,,,,,,,,,,,,,,
6277C,-3.030833,2026-04-10T12:00:00+0000,0.0,25.5,6.2,3.7,258.0,36.748056,244.0,ADRA FARO,45.0,20.4,23.3,24.6,1009.4,1.0,,1012.6,10.6,,20.0,,,,,,,,,,,,,,,,,
6291B,-2.81305,2026-04-10T12:00:00+0000,0.0,98.0,,,,36.774719,,EL EJIDO (AYUNTAMIENTO - AUTOMATICA),21.0,29.7,29.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,
6293X,-2.701667,2026-04-10T12:00:00+0000,0.0,3.0,11.4,6.3,94.0,36.68694,98.0,ROQUETAS DE MAR-FARO SABINAR,42.0,24.1,25.0,25.1,1011.5,1.1,23.8,1011.8,11.2,20.0,5.0,59.0,22.7,,,,,,0.0,,,,,,,,,
6302A,-2.780005,2026-04-10T12:00:00+0000,0.0,869.0,9.5,3.9,47.0,37.141389,28.0,ABLA,24.0,20.9,21.4,22.1,916.7,,,,0.0,,,,,,,156.0,,,,,,,,,791.0,,,
6307C,-2.897216,2026-04-10T12:00:00+0000,,1713.43,13.5,7.2,108.0,37.052997,135.0,LAÚJAR  PARQUE NACIONAL SIERRA NEVADA,30.0,14.7,15.3,15.3,830.6,1.5,,1013.2,-2.2,,13.0,,,,,,,,,,,,,,,,,
6312E,-2.677185,2026-04-10T12:00:00+0000,0.0,601.13,3.7,1.0,155.0,37.020944,114.0,RÁGOL  PARQUE NACIONAL SIERRA NEVADA,32.0,22.6,22.9,23.1,946.1,0.8,,1013.5,5.3,,62.0,,,,,,,,,,,,,,,,,
6325O,-2.356931,2026-04-10T12:00:00+0000,0.0,21.0,16.0,11.0,70.0,36.846344,50.0,ALMERÍA/AEROPUERTO,21.0,28.6,28.8,29.4,1010.1,1.3,31.7,1012.5,4.3,,2.0,,,,,,,,,,,,,,,,,
6332Y,-1.906944,2026-04-10T12:00:00+0000,0.0,222.0,16.1,10.3,46.0,36.942222,57.0,CARBONERAS - FARO MESA ROLDÁN,36.0,21.9,21.9,23.0,990.5,2.4,21.7,,6.1,20.0,22.0,45.0,26.5,,,,,,0.0,,,,,,,,,
6335O,-2.699181,2026-04-10T12:00:00+0000,0.0,969.93,9.3,4.5,127.0,37.109932,120.0,NACIMIENTO  PARQUE NACIONAL SIERRA NEVADA,28.0,20.6,20.9,21.3,906.5,1.3,,1013.1,1.7,,21.0,,,,,,,,,,,,,,,,,
6340X,-1.828511,2026-04-10T12:00:00+0000,,28.5,4.9,3.3,101.0,37.169278,77.0,GARRUCHA,37.0,24.5,24.5,25.2,,,,,,,,,,,,,,,,,,,,,,,,
6367B,-1.943609,2026-04-10T12:00:00+0000,0.0,300.0,,,47.0,37.390556,34.0,HUERCAL OVERA,,26.6,27.8,28.3,979.9,,,,,,,,,,,0.0,,,,,,,,,,,,
7002Y,-1.586878,2026-04-10T12:00:00+0000,0.0,32.0,12.6,7.6,84.0,37.417241,123.0,ÁGUILAS,12.0,29.9,29.9,30.6,1011.2,2.1,33.4,1014.8,-2.5,20.0,13.0,60.0,23.4,,,,,,0.0,,,,,,,,,
7012C,-0.987775,2026-04-10T12:00:00+0000,0.0,17.0,8.5,3.0,45.0,37.601115,62.0,CARTAGENA,37.0,23.7,23.9,24.5,,,,,,,,,,,,119.0,,,,,,,,,,,,
7012D,-1.023333,2026-04-10T12:00:00+0000,0.0,55.61,10.4,5.8,35.0,37.604444,58.0,CARTAGENA - TENTEGORRA,30.0,22.9,23.6,23.6,1009.3,1.2,,1015.7,5.0,20.0,19.0,,,,,,,,,,,,,,,,,
7026X,-0.967505,2026-04-10T12:00:00+0000,0.0,50.0,9.2,4.5,70.0,37.738884,70.0,TORRE PACHECO (C.C.A. AUT.),28.0,25.8,25.8,25.9,,,,,,,,,,,,,,,,,,,,,,,,
7031X,-0.805916,2026-04-10T12:00:00+0000,0.0,4.0,11.3,8.1,30.0,37.778332,40.0,MURCIA/SAN JAVIER,42.0,22.8,23.4,23.6,1016.1,0.6,24.3,1016.5,9.8,,2.0,60.0,,,,,,,,,,,,,,,,
7066Y,-2.218889,2026-04-10T12:00:00+0000,0.0,680.0,,,,38.393333,,EMBALSE DE LA FUENSANTA (AUTOMÁTICA),21.0,24.4,26.3,26.3,,,,,,,,,,,,,,,,,,,,,,,,
7096B,-1.70294,2026-04-10T12:00:00+0000,0.0,604.57,6.8,3.5,197.0,38.541991,193.0,HELLÍN,23.0,22.6,23.9,24.3,947.6,1.4,,1015.2,1.5,,25.0,,,,,,,,,,,,,,,,,
7103Y,-1.68944,2026-04-10T12:00:00+0000,0.0,615.0,,,,38.588059,,TOBARRA,26.0,23.9,25.1,25.1,,,,,,,,,,,,,,,,,,,,,,,,
7119B,-1.877167,2026-04-10T12:00:00+0000,0.0,643.0,6.6,3.6,103.0,38.103131,151.0,CARAVACA FUENTES DEL MARQUÉS,20.0,22.8,23.9,24.3,943.6,1.0,22.2,1015.3,-0.5,,22.0,60.0,16.7,,,,,,,,,,,,,,,
7145D,-1.380598,2026-04-10T12:00:00+0000,0.0,265.0,9.0,4.2,121.0,38.232792,155.0,CIEZA  PARQUE DE BOMBEROS,27.0,25.9,27.9,28.1,,,,,7.1,,,,,,,122.0,,,,,,,,,,,,
7168X,-1.466111,2026-04-10T12:00:00+0000,0.0,319.5,7.0,3.7,91.0,38.052778,110.0,MULA EDAR,27.0,25.3,26.1,26.1,,,,,,,,,,,,,,,,,,,,,,,,
7178I,-1.170836,2026-04-10T12:00:00+0000,0.0,61.84,8.1,4.1,66.0,38.002004,65.0,MURCIA,18.0,26.4,28.8,28.8,1008.8,1.0,29.6,1016.0,2.1,20.0,18.0,60.0,20.5,,,,,,0.0,,,,,18.8,,,,
7203A,-1.869755,2026-04-10T12:00:00+0000,0.0,646.0,10.3,5.4,103.0,37.844698,97.0,ZARCILLA DE RAMOS,22.0,25.4,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
7209,-1.687314,2026-04-10T12:00:00+0000,0.0,312.0,6.6,2.0,54.0,37.654837,50.0,LORCA,20.0,25.8,27.9,27.9,,,,,2.9,,,,,,,73.0,,,,,,,,,,,,
7211B,-1.797223,2026-04-10T12:00:00+0000,0.0,445.0,,,,37.568051,,PUERTO LUMBRERAS,25.0,25.7,26.8,26.8,,,,,,,,,,,,,,,,,,,,,,,,
7237E,-1.158615,2026-04-10T12:00:00+0000,0.0,170.0,8.3,4.2,114.0,38.13889,95.0,MOLINA DE SEGURA (LOS VALIENTES),25.0,26.8,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
7247X,-1.037968,2026-04-10T12:00:00+0000,0.0,577.0,9.2,4.9,102.0,38.399586,102.0,PINOSO,17.0,24.9,25.5,26.0,951.0,1.5,,1015.3,-1.4,,16.0,,,,,,,,,,,,,,,,,
7275C,-1.159669,2026-04-10T12:00:00+0000,0.0,640.0,7.8,3.9,169.0,38.601796,133.0,YECLA,17.0,25.4,26.2,26.4,944.2,1.4,30.6,1015.1,-0.7,20.0,25.0,60.0,16.1,,,,,,0.0,,,,,,,,,
8013X,-0.757713,2026-04-10T12:00:00+0000,0.0,233.0,,,,38.385629,,NOVELDA,21.0,27.7,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
8019,-0.57083,2026-04-10T12:00:00+0000,0.0,43.0,9.3,6.0,60.0,38.282778,70.0,ALICANTE-ELCHE/AEROPUERTO,28.0,25.2,25.9,26.3,1013.4,0.6,30.3,1017.0,5.9,,4.0,60.0,,,,,,,,,,,,,,,,
8025,-0.494167,2026-04-10T12:00:00+0000,0.0,80.66,7.6,4.3,74.0,38.3725,70.0,ALICANTE,19.0,26.8,27.1,27.5,1007.3,1.2,30.1,1016.7,1.5,20.0,16.0,60.0,16.2,,,,,,0.0,,,,,15.7,,,,
8050X,0.166667,2026-04-10T12:00:00+0000,0.0,15.0,4.7,2.4,108.0,38.784167,126.0,JÁVEA  AYUNTAMIENTO,51.0,22.5,22.8,26.1,1016.1,0.9,32.4,1017.9,12.1,18.6,22.0,60.0,17.8,,,,,,0.0,,,,,,,,,
8058X,-0.065,2026-04-10T12:00:00+0000,0.0,1.0,3.6,2.3,85.0,38.904444,55.0,OLIVA,71.0,18.8,19.6,20.2,1017.2,0.3,,,14.2,,11.0,,,,,,,,,,,,,,,,,
8058Y,-0.137697,2026-04-10T12:00:00+0000,0.0,12.0,3.8,2.1,74.0,38.950299,90.0,MIRAMAR,48.0,22.7,22.7,23.4,,,,,,,,,,,,,,,,,,,,,,,,
8059C,-0.460071,2026-04-10T12:00:00+0000,0.0,530.0,5.0,1.8,73.0,38.710917,90.0,ALCOY,26.0,24.7,26.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,
8096,-2.131944,2026-04-10T12:00:00+0000,0.0,948.52,9.1,3.3,155.0,40.067222,145.0,CUENCA,18.0,24.0,25.2,25.2,909.2,1.2,28.8,,-0.7,19.8,41.0,60.0,15.7,,,,,,0.0,,,,,14.7,801.7,,,
8175,-1.856389,2026-04-10T12:00:00+0000,0.0,702.0,9.5,6.0,145.0,38.954167,147.0,ALBACETE/LOS LLANOS,17.0,25.1,26.0,26.3,936.3,1.1,,1013.9,-1.0,,14.0,60.0,19.5,,,,,,0.0,,,,,15.9,,,,
8177A,-1.658812,2026-04-10T12:00:00+0000,0.0,880.0,12.2,6.9,146.0,38.937599,135.0,CHINCHILLA/CENAD,17.0,24.0,25.1,25.3,916.6,1.2,,,-1.7,,12.0,,,,,,,,,,,,,,800.1,,,
8178D,-1.862335,2026-04-10T12:00:00+0000,0.0,674.11,6.8,2.5,141.0,39.005577,165.0,ALBACETE OBS.,20.0,24.9,25.0,25.9,939.3,1.3,,1014.1,0.4,,46.0,,,,,,,,,,,,,,,,,
8203O,-1.100556,2026-04-10T12:00:00+0000,0.0,881.0,6.7,3.7,98.0,39.083611,117.0,EVC_ZARRA,21.0,22.1,24.6,24.6,920.7,1.3,,,0.9,,22.0,,,,,,,,,,,,,,840.3,,,
8245Y,-1.442571,2026-04-10T12:00:00+0000,0.0,815.0,,,,39.714376,,MIRA,23.0,23.1,23.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,
8293X,-0.523056,2026-04-10T12:00:00+0000,0.0,88.0,4.3,1.7,19.0,39.001667,53.0,XÁTIVA,23.0,25.3,27.2,27.3,1006.2,1.1,16.3,1016.3,4.3,,56.0,60.0,28.8,,,,,,,,,,,,,,,
8309X,-1.244795,2026-04-10T12:00:00+0000,0.0,758.0,7.0,3.9,112.0,39.575455,136.0,UTIEL  LA CUBERA,24.0,22.4,22.7,23.0,931.2,0.9,24.1,,1.1,20.0,9.0,2.0,17.0,,,,,,0.0,,,,,,816.2,,,
8325X,-0.371389,2026-04-10T12:00:00+0000,0.0,11.0,6.1,3.3,105.0,39.183889,110.0,POLINYA,22.0,26.3,26.8,27.0,1015.4,0.8,,1016.7,3.2,,21.0,,,,,,,,,,,,,,,,,
8328X,-0.355833,2026-04-10T12:00:00+0000,0.0,0.0,5.5,3.6,56.0,39.311944,46.0,SOLLANA,40.0,26.6,27.1,27.7,1016.8,0.7,,1016.8,12.3,,12.0,,,,,,,,,,,,,,,,,
8354X,-1.44139,2026-04-10T12:00:00+0000,0.0,1130.0,9.4,3.9,168.0,40.41972,137.0,ALBARRACÍN,23.0,23.8,24.2,24.4,,,,,,,,,,,,,,,,,,,,,,,,
8368U,-1.124132,2026-04-10T12:00:00+0000,0.0,901.67,4.6,2.1,159.0,40.350714,165.0,TERUEL,21.0,22.4,26.3,26.3,914.9,0.8,31.8,,2.3,18.6,36.0,60.0,20.5,,,,,,0.0,,,,,15.4,807.3,,,
8376,-1.411672,2026-04-10T12:00:00+0000,0.0,1430.0,9.2,5.6,152.0,40.236114,147.0,JABALOYAS  DEPÓSITO,27.0,19.4,19.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,
8395X,-0.993611,2026-04-10T12:00:00+0000,0.0,515.0,8.5,4.9,158.0,39.753331,162.0,CHELVA,24.0,25.2,26.4,26.4,,,,,,,,,,,,,,,,,,,,,,,,
8409X,-0.653993,2026-04-10T12:00:00+0000,0.0,198.0,6.0,3.0,153.0,39.664008,160.0,LLIRIA,29.0,27.4,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
8414A,-0.474677,2026-04-10T12:00:00+0000,0.0,55.9,4.6,3.0,90.0,39.485015,100.0,VALENCIA/AEROPUERTO,21.0,26.0,27.3,27.5,1009.8,0.7,30.2,1016.3,3.0,,18.0,15.0,,,,,,,,,,,,,,,,
8416Y,-0.366387,2026-04-10T12:00:00+0000,0.0,13.0,3.9,1.2,72.0,39.480557,23.0,VALENCIA DT,29.0,24.5,24.8,26.1,1015.4,0.6,,1017.3,5.6,,67.0,,,,,,,,,,,,,,,,,
8433X,-0.703056,2026-04-10T12:00:00+0000,0.0,759.0,6.1,2.5,147.0,39.911389,132.0,BEJÍS,20.0,26.2,26.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,
8458X,-0.849428,2026-04-10T12:00:00+0000,0.0,1380.0,8.7,4.6,141.0,40.430517,140.0,CEDRILLAS  ANTENAS,28.0,20.0,21.2,21.2,,,,,,,,,,,,,,,,,,,,,,,,
8486X,-0.454339,2026-04-10T12:00:00+0000,0.0,1515.0,8.0,4.2,191.0,40.362515,200.0,MOSQUERUELA  DEPÓSITO,33.0,19.1,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
8489X,-0.255675,2026-04-10T12:00:00+0000,0.0,1130.0,8.3,4.2,108.0,40.433217,106.0,VILLAFRANCA,27.0,21.3,21.8,22.8,891.6,1.6,30.1,,1.9,20.0,17.0,60.0,11.9,,,,,,0.0,,,,,,,1541.9,,
8500A,-0.071967,2026-04-10T12:00:00+0000,0.0,43.39,4.4,2.3,106.0,39.95728,63.0,CASTELLÓN-ALMASSORA,33.0,25.3,25.6,25.9,1011.4,0.8,30.7,1017.0,8.1,20.0,34.0,59.9,17.2,,,,,,0.0,,,,,18.5,,,,
9001D,-4.160594,2026-04-10T12:00:00+0000,0.0,870.0,7.5,2.8,189.0,42.991884,168.0,NESTARES,27.0,20.4,22.7,23.1,916.0,,,,2.7,,,,,,,153.0,,,,,,,,,786.9,,,
9001S,-4.374447,2026-04-10T12:00:00+0000,0.0,1650.0,8.0,2.0,220.0,43.036665,289.0,Alto Campoo,30.0,16.3,17.7,17.7,835.9,,,,0.0,,,,,,,94.0,,,,,,,,,,,,
